이름,성별,주소,나이,신장,체중,휴대폰번호,신용대출한도 ,신용잔액비율,신용등급,월소득,교육정도,직업종류
임영자,F,전남 진도군 조도면,67,169,79.424792,1064889932,1700000,1.805884421,8,4424792,고졸,학생
목진규,M,서울 서대문구 홍은동,43,138,71.015833,1046353657,15400000,592.3988306,4,7015833,고졸,무직
김삼수,M,서울 서대문구 홍제동,53,157,71.416409,1092302773,38300000,0.063494851,3,4416409,대퇴,무직
김우권,M,인천 부평구 부평6동,84,193,84.0175,1012575507,10100000,41.26103528,7,1017500,중졸,주부
김양환,M,전북 전주시 효자동2가,22,131,58.018333,1056124679,14900000,25.65007445,9,18333,석사,자영업
주순자,F,대구 북구 동천동,20,119,47.519167,1024927054,13200000,15.66042504,6,1019167,학사,자영업
송영애,F,전남 진도군 진도읍,62,157,72.02,1073947012,24600000,8.278772521,4,8020000,기타,회사원
오제성,M,경북 상주시 함창읍,36,136,71.308806,1031237017,64000000,3029.442393,4,3308806,석사,무직
오경희,F,울산 울주군 온산읍,64,167,72.520833,1097246318,1800000,4.822246631,6,7020833,학사,무직
정지영,F,경기 고양시 백석동,48,147,57.021667,1033984277,73500000,225.0741826,4,1021667,고졸,무직
김노호,M,서울 강남구 포이동,54,159,65.5225,1099049971,60400000,2.508953933,4,1022500,고졸,강사
이용수,M,울산 중구 남외동,66,176,77.023333,1047224355,76100000,0.111206243,3,1023333,석사,자영업
김동숙,F,서울 마포구 중동,65,168,80.524167,1022372649,13500000,17.02681534,5,8024167,기타,자영업
윤춘자,F,서울 은평구 응암2동,50,155,65.990218,1041411681,2900000,6.026424834,7,9490218,학사,자영업
전정자,F,서울 강서구 방화동,53,154,61.997705,1054461060,17300000,2.494341234,6,2997705,고졸,학생
이종근,M,충북 청주시 영운동,46,153,63.674175,1098335071,118000000,136.267787,3,4174175,기타,자영업
노정미,F,경기 포천시 이동면,66,167,85.025,1071650204,154500000,160.4353041,3,8025000,고졸,주부
하재문,M,서울 동대문구 이문동,44,139,67.025833,1069460530,3900000,0.200531563,9,25833,전문학사,학생
강희찬,M,대전 중구 옥계동,62,161,69.026667,1040040588,59000000,38.35432637,3,3026667,학사,학생
신동걸,M,경기 고양시 일산1동,69,166,72.5275,1026985229,858300000,417.4616986,2,1027500,초졸,학생
차미순,F,경기 김포시 양촌면,70,173,87.528333,1027315000,15700000,16.52464593,7,1028333,고졸,무직
유호진,M,서울 강서구 등촌2동,65,160,78.529167,1046542116,51600000,2.854102432,4,1029167,학사,주부
유진기,M,서울 송파구 방이동,67,162,71.53,1025572407,23400000,46.10074392,5,1030000,중졸,주부
이의용,M,부산 동래구 명륜1동,53,163,67.234021,1088130399,277400000,530.6836139,4,2734021,대재,학생
곽순태,M,인천 서구 가좌3동,70,179,75.642667,1019582179,3800000,0.481892692,9,3142667,대재,주부
이태원,M,전남 무안군 몽탄면,64,164,67.530833,1052427557,42900000,78.60756502,4,1030833,전문학사,무직
금경혜,F,경기 김포시 풍무동,64,167,72.531667,1061902332,679900000,1044.542462,1,7031667,학사,자영업
박정서,M,전남 순천시 매곡동,62,157,72.0325,1016555456,49600000,0.065199446,4,32500,기타,무직
정덕재,M,경기 파주시 교하읍,64,164,85.533333,1061622951,16700000,133.0073194,4,7033333,고졸,자영업
신길용,M,서울 영등포구 도림동,36,134,59.034167,1063778106,805600000,1078.389377,2,1034167,대재,주부
박공규,M,서울 마포구 망원동,56,166,58.535,1056201928,14200000,43.41883582,8,35000,공학박사,회사원
김순희,F,경기 구리시 토평동,70,166,84.535833,1079789561,63000000,14.77117689,3,8035833,석사,무직
오순자,F,서울 성동구 도선동,66,166,86.036667,1013822104,12100000,52.30962108,7,1036667,고졸,무직
정효례,F,경기 시흥시 신천동,51,161,69.0375,1010670567,6600000,0.680099736,7,1037500,초졸,자영업
곽송구,M,경남 하동군 화개면,58,161,76.038333,1063927565,62700000,234.4670269,3,3038333,학사,회사원
김광웅,M,부산 영도구 봉래동4가,56,155,61.539167,1071156302,180900000,6.643750807,4,39167,석사,자영업
신화식,M,서울 마포구 중동,64,165,84.54,1094708070,209200000,234.2355657,2,7040000,기타,주부
강상향,M,경기 고양시 성사동,67,174,75.040833,1093331059,28700000,58.42655456,8,40833,이학박사,회사원
주순덕,F,경기 고양시 마두동,50,157,74.041667,1050279766,22800000,61.23813847,4,8041667,대퇴,자영업
이순희,F,경기 파주시 교하읍,47,151,78.303076,1064268464,3200000,6.858754664,6,13803076,학사,회사원
송점례,F,경기 고양시 주엽동,65,170,86.5425,1044522033,17600000,125.593178,4,8042500,기타,자영업
이웅덕,F,서울 성북구 길음동,65,169,77.808203,1033429010,26300000,48.52864112,5,2308203,기타,학생
이명순,F,서울 강남구 세곡동,46,154,68.680882,1019409410,2300000,12.33786437,7,9180882,초졸,자영업
강호성,M,경기 수원시 매탄2동,70,170,72.543333,1028538768,469000000,903.0623248,2,1043333,학사,무직
황승연,M,경기 고양시 백석동,59,168,65.044167,1022665119,9400000,31.18282424,8,1044167,학사,회사원
권필순,F,경기 고양시 주엽1동,17,119,52.545,1084485121,62500000,357.6681183,4,1045000,학사,회사원
오창순,F,경기 고양시 성사동,39,140,66.045833,1044449198,40100000,135.0418428,7,45833,대재,주부
임규자,F,인천 강화군 강화읍,63,165,85.546667,1063143282,11700000,1.244774342,4,8046667,고졸,자영업
오왕석,M,경기 파주시 탄현면,68,168,81.0475,1058896055,6900000,8.076920376,9,47500,학사,자영업
이관섭,M,경기 동두천시 지행동,61,158,81.048333,1045813312,1800000,1.824418011,10,48333,석사,회사원
조순언,F,경기 안성시 죽산면,55,156,74.118786,1044417982,911700000,1642.421567,1,9618786,초졸,주부
노상석,M,서울 도봉구 창4동,46,148,67.549167,1094111218,11300000,0.020163897,2,3049167,대재,주부
임경남,M,전북 무주군 안성면,81,182,83.05,1089237845,74800000,21.60896668,6,50000,대재,자영업
김행무,M,충북 충주시 용산동,36,140,55.050833,1055132903,71300000,248.523845,6,50833,중졸,학생
김해룡,M,경기 성남시 정자동,65,168,72.551667,1078022234,38000000,80.06371386,4,1051667,중졸,학생
정경숙,F,경기 고양시 백석2동,56,164,89.774155,1076662845,26700000,29.29346789,4,10774155,대재,무직
김덕선,M,충남 아산시 온천동,69,179,81.473764,1075419146,43000000,52.9069932,6,7473764,기타,회사원
전혜진,F,경기 고양시 탄현동,68,175,73.576732,1024991596,19000000,22.42835322,6,2576732,학사,자영업
진부봉,M,서울 서초구 서초1동,47,150,60.053333,1066141865,576400000,787.6856473,2,1053333,고졸,무직
노남호,M,서울 강서구 화곡4동,49,149,63.054167,1020665842,48800000,97.98390092,4,1054167,중졸,무직
한성옥,F,경기 고양시 사리현동,51,152,63.055,1024111350,117200000,474.2577583,4,1055000,이학박사,무직
조막례,F,경기 구리시 수택동,45,151,55.555833,1035747951,21300000,39.98610811,7,1055833,석사,주부
박종숙,F,충남 천안시 쌍용동,58,158,71.556667,1036996700,562600000,0.840951566,3,56667,고졸,무직
윤석순,F,경기 고양시 사리현동,31,126,70.0575,1078247549,2400000,2.866708791,7,8057500,전문학사,주부
라옥식,F,경북 구미시 형곡1동,46,149,59.058333,1085093954,8600000,10.77765817,6,8058333,고졸,무직
전영희,F,전남 장성군 장성읍,33,132,57.059167,1046487551,66900000,130.3557406,4,1059167,대재,자영업
김영각,M,경기 군포시 산본동,47,148,66.56,1095048895,339200000,123.2003917,2,1060000,초졸,주부
황동순,F,부산 금정구 청룡동,60,157,71.560833,1055389591,8500000,0.769244135,8,1060833,석사,무직
송재진,F,서울 구로구 개봉3동,62,170,71.545534,1077628333,5000000,36.23319685,7,4045534,대재,자영업
김동화,M,경남 거제시 일운면,19,129,57.061667,1058999276,857600000,39.30290505,3,61667,석사,자영업
안용복,M,서울 성북구 종암동,67,165,62.0625,1049625088,8400000,2.377611056,9,62500,석사,자영업
원심천,M,경기 파주시 법원읍,67,169,80.063333,1074820409,617800000,831.2813682,3,63333,이학박사,무직
이영주,M,서울 은평구 갈현1동,49,149,69.564167,1095294110,42600000,2.866536098,6,64167,고졸,주부
박상근,M,서울 마포구 상암동,87,195,94.065,1060448286,25800000,32.66380964,8,65000,학사,강사
조미숙,F,경기 고양시 마두1동,56,157,78.930911,1042512958,24400000,59.23149562,4,4430911,대재,회사원
김인숙,F,경기 수원시 정자동,77,175,87.565833,1037252750,16300000,61.73049903,8,65833,학사,학생
김일중,M,서울 동작구 사당동,70,173,67.566667,1051640069,133200000,175.5030891,3,1066667,대재,자영업
김종민,M,강원 삼척시 원덕읍,54,151,60.514954,1021500579,5800000,6.782753096,7,3014954,전문학사,자영업
이일구,M,경기 파주시 금촌2동,60,155,66.0675,1023935313,301800000,381.5365633,3,1067500,석사,회사원
기노한,M,인천 서구 원당동,52,154,67.068333,1019835753,156000000,261.6093334,3,1068333,고졸,자영업
허진명,F,경기 부천시 중3동,46,142,63.069167,1062856643,301600000,435.1018724,3,1069167,학사,강사
정홍연,F,경남 창원시 사파동,76,183,81.310062,1060768081,13700000,3.514193752,6,3310062,고졸,자영업
김미경,F,충북 진천군 백곡면,25,125,43.07,1063998541,3300000,4.852962587,8,1070000,대재,자영업
김애자,F,서울 마포구 공덕동,69,170,82.070833,1074602970,25600000,3.214442894,3,7070833,전문학사,강사
신길자,F,경기 고양시 일산3동,45,153,58.314625,1017849590,31700000,92.03344559,8,2314625,대재,회사원
이유순,F,서울 강서구 방화동,73,175,92.582133,1050986352,3500000,0.032187764,3,9082133,고졸,자영업
임온돈,F,경기 고양시 일산4동,34,132,73.071667,1077017760,374900000,2277.338387,2,8071667,대재,무직
오순애,F,경북 김천시 신음동,65,171,76.5725,1043793131,5000000,71.53280494,6,8072500,대퇴,자영업
김양희,F,서울 용산구 이태원2동,41,145,50.073333,1099841427,170900000,212.3862572,4,73333,학사,자영업
서현수,M,경기 고양시 마두동,62,170,67.074969,1066976019,201800000,326.1140074,4,1074969,전문학사,회사원
이재옥,F,서울 도봉구 창1동,45,143,79.574167,1015927341,34500000,39.24347677,4,8074167,고졸,무직
손호탁,M,경기 안양시 안양2동,73,168,84.575,1065691817,44700000,5.21362204,3,3075000,고졸,무직
손길순,F,경기 파주시 검산동,61,165,76.075833,1063517243,13300000,13.96026468,5,8075833,석사,강사
박영호,M,서울 은평구 진관동,36,146,66.576667,1090554131,5100000,0.311521095,6,3076667,기타,회사원
박경순,F,인천 부평구 청천동,45,152,65.237759,1090386976,89400000,121.0916124,6,3237759,학사,주부
여향희,F,인천 부평구 십정2동,42,149,78.0775,1073000344,1600000,0.256872875,7,8077500,학사,주부
손명례,F,서울 도봉구 창2동,77,173,88.578333,1087584244,3300000,0.57340954,9,78333,학사,주부
송준원,M,경기 수원시 조원동,26,132,51.579167,1082149198,8200000,2.116287959,9,79167,학사,무직
배상열,M,경북 포항시 대도동,79,188,88.08,1068661717,6800000,15.59454191,7,1080000,고졸,무직
김양곤,M,서울 강남구 대치동,62,160,79.080833,1036843941,265300000,868.591559,3,1080833,전문학사,자영업
성한섭,M,경기 고양시 덕이동,65,172,70.081667,1061719957,29300000,21.23262258,5,1081667,석사,주부
이사라,F,서울 강서구 방화3동,43,146,70.019349,1054144980,2700000,2.977309593,9,2019349,석사,자영업
조문선,F,경기 고양시 대화동,46,143,77.0825,1085250795,48500000,61.98463292,3,3082500,대재,무직
최예은,F,경남 함양군 수동면,66,163,81.58648,1063334204,10700000,47.76146052,9,6086480,학사,자영업
한동수,M,서울 강남구 일원동,51,150,72.042754,1058792785,303600000,149.3948916,3,2042754,석사,회사원
마수진,F,경기 김포시 대곶면,69,173,90.01,1048279180,2900000,15.06634387,6,7010000,전문학사,무직
강현종,M,경남 마산시 석전2동,49,155,78.010833,1080339176,308200000,1882.137405,2,3010833,대퇴,무직
이지용,M,경남 진해시 청안동,59,169,69.011667,1055184432,7200000,1.401342291,7,1011667,전문학사,무직
김종일,M,경기 연천군 전곡읍,55,160,67.0125,1076809230,5800000,7.574451636,9,12500,석사,주부
조용호,M,인천 연수구 동춘2동,60,160,85.39857,1031257887,272800000,32.63338627,4,1398570,석사,강사
성금주,F,충남 아산시 신동,74,175,94.513333,1079379926,16500000,1035.781544,4,8013333,대퇴,자영업
임순자,F,서울 성동구 성수1가2동,62,158,79.514167,1086873202,301300000,652.281687,3,1014167,기타,강사
김복례,M,충남 보령시 청라면,67,170,84.667961,1070327055,8300000,12.83569995,9,1167961,고졸,자영업
정금옥,F,경기 시흥시 대야동,51,154,80.515,1020675587,4500000,0.96609687,6,8015000,중졸,무직
김경자,F,경기 시흥시 신천동,66,167,90.015833,1066987263,30100000,144.5537802,4,8015833,학사,자영업
최원정,F,서울 구로구 구로5동,66,164,75.016667,1099011810,12300000,16.35220795,8,1016667,학사,회사원
서미자,F,대전 서구 갈마동,52,152,78.5175,1057527320,49800000,12.22453376,3,8017500,학사,자영업
선정예,F,경기 파주시 금촌2동,66,167,85.518333,1050099147,155100000,277.9809016,3,8018333,기타,주부
박귀녀,F,대전 서구 둔산2동,58,156,62.019167,1023664383,54800000,88.04782861,7,19167,중졸,주부
이선덕,F,부산 연제구 연산동,56,166,68.52,1081644665,22700000,30.41545909,4,8020000,중졸,무직
노영치,M,인천 서구 가좌동,47,155,53.020833,1056245990,138000000,31.9078612,4,20833,학사,자영업
김봉석,M,울산 남구 신정3동,65,171,70.670218,1042483207,4500000,1.313678753,9,3170218,전문학사,무직
김희탁,M,경북 포항시 환호동,64,165,72.5225,1025079763,2200000,0.008217539,6,22500,고졸,무직
박연진,M,경기 고양시 마두2동,37,141,62.523333,1093051504,156700000,445.5273827,5,23333,석사,무직
김병춘,M,광주 남구 진월동,61,168,69.524167,1018702128,1400000,3.73710033,10,24167,대재,자영업
지은희,F,강원 동해시 나안동,58,166,72.025,1023268070,7900000,9.413850754,9,25000,고졸,회사원
정혜영,F,경기 고양시 삼송동,74,170,82.525833,1021037300,123300000,32.32056972,3,1025833,기타,자영업
박재현,M,경기 수원시 세류2동,49,147,62.526667,1022205164,4800000,0.005574838,3,1026667,석사,자영업
박희자,F,경기 고양시 가좌동,41,136,74.0275,1092630461,36800000,1.725552797,3,8027500,학사,자영업
안영선,F,대전 서구 도마2동,46,144,59.72893,1016470125,72600000,19.19408124,3,5228930,고졸,회사원
현기복,M,경기 고양시 일산4동,55,157,63.147663,1022850429,26300000,53.46397788,8,1147663,학사,주부
김회성,M,경기 고양시 풍동,55,151,66.028333,1077365637,891400000,55.60970546,1,3028333,석사,주부
이순심,F,전북 전주시 호성동1가,72,170,77.529167,1010145929,63100000,5.153664975,6,29167,고졸,학생
구본영,M,경기 파주시 아동동,55,151,75.03,1011936857,17300000,1.207800211,4,3030000,전문학사,학생
유창호,M,서울 강북구 수유동,79,185,82.030833,1073235363,60800000,103.6684655,4,1030833,기타,학생
박종수,M,서울 광진구 광장동,73,170,76.722674,1077854119,98100000,270.058967,3,3722674,기타,자영업
김남순,F,경기 파주시 적성면,72,181,87.031667,1075768506,549600000,601.1609757,1,8031667,고졸,무직
황기산,F,서울 은평구 역촌1동,67,170,78.313151,1077888954,210600000,8.639599831,2,11313151,전문학사,학생
장진노,M,서울 강남구 도곡2동,66,166,88.653706,1021404521,17100000,22.33731965,7,2653706,기타,무직
이종헌,M,경기 고양시 가좌동,55,151,68.533333,1088501878,34300000,67.50971805,4,3033333,석사,주부
김명희,M,전북 김제시 상동동,57,162,64.034167,1098435669,781800000,79.93371371,2,1034167,대퇴,계열사직원
최창원,M,서울 강남구 대치동,42,138,62.035,1094056672,12000000,66.09494539,8,35000,고졸,주부
최삼근,M,인천 남구 주안5동,76,183,95.036667,1069925927,112000000,3.887542287,2,7036667,학사,학생
최상충,M,경기 화성시 정남면,49,154,57.500218,1024181762,3100000,0.185135583,7,2500218,고졸,자영업
