,IDX,name,address,postcode,company,job,phone_number,email,user_name,ip_address,credit_card_number,date,total_int1,total_int2,total_int3
3859,3859,최**,대구광역시,*****,*****,기타 직물 및 신발 관련 기계조작원 및 조립원,061-620-****,*****@gmail.com,hgim,172.20.41.17,601131**********,2018-05-10,651576,425,4981
3860,3860,권**,광주광역시,*****,*****,세탁관련 기계조작원,054-441-****,*****@hanmail.net,hyeonu80,10.187.238.14,301070**********,2020-03-01,460513,835,2131
3861,3861,강**,대구광역시,*****,*****,인문과학 연구원,070-1098-****,*****@gimgimsim.net,yejio,192.168.80.141,436790**********,2012-03-17,851283,818,221
3862,3862,차**,부산광역시,*****,*****,응용 소프트웨어 개발자,061-554-****,*****@daum.net,jiweonjo,10.231.96.93,452721**********,1970-04-23,834074,537,6177
3863,3863,김**,경기도,*****,*****,기타 스포츠 및 레크레이션 관련 전문가,010-3596-****,*****@nambago.org,seoyeongim,10.2.130.141,347803**********,1977-10-12,628670,700,4607
3864,3864,김**,경상남도,*****,*****,하역 및 적재 단순 종사원,044-596-****,*****@angimjang.net,hi,192.168.231.201,451167**********,2000-09-12,583212,392,3529
3865,3865,안**,부산광역시,*****,*****,컴퓨터 강사,016-394-****,*****@live.com,gimsiu,172.24.112.143,653769**********,1970-09-06,663526,608,8353
3866,3866,신**,경기도,*****,*****,금속기계부품 조립원,017-645-****,*****@gimi.com,pgim,192.168.210.180,440586**********,1978-12-15,609000,901,7869
3867,3867,박**,충청남도,*****,*****,초등학교 교사,070-9435-****,*****@nate.com,yeongsu65,192.168.136.85,423856**********,2004-05-02,172703,235,9493
3868,3868,최**,강원도,*****,*****,건설 배관공,063-296-****,*****@gimsim.com,nbag,10.213.12.120,350053**********,1986-08-02,921562,397,9140
3869,3869,최**,경상남도,*****,*****,노점 및 이동 판매원,017-876-****,*****@hotmail.com,ngim,172.31.142.24,222195**********,2002-09-21,21784,501,6227
3870,3870,장**,충청남도,*****,*****,화가 및 조각가,064-735-****,*****@yuhanhoesa.com,seonghyeon66,10.5.209.80,357419**********,1985-12-25,112901,917,1683
3871,3871,한**,충청남도,*****,*****,가사 도우미,033-691-****,*****@coeyang.net,ri,172.30.124.26,419986**********,1981-09-16,530606,100,2026
3872,3872,곽**,세종특별자치시,*****,*****,광고 및 홍보 전문가,031-948-****,*****@ju.com,xbag,10.66.191.240,571036**********,2008-05-03,421484,751,5340
3873,3873,엄**,광주광역시,*****,*****,국가/지방 및 공공행정 사무원,061-395-****,*****@jusighoesa.kr,hgim,192.168.13.71,226459**********,2007-04-30,291951,113,8970
3874,3874,한**,서울특별시,*****,*****,김치 및 밑반찬 제조 종사원,018-492-****,*****@gimjang.net,yeweon72,192.168.199.189,354495**********,1977-04-20,907878,749,6810
3875,3875,김**,세종특별자치시,*****,*****,일반 의사,032-426-****,*****@gmail.com,jaehogim,10.142.189.14,303622**********,2019-05-20,274832,195,8868
3876,3876,장**,경기도,*****,*****,미장공,052-728-****,*****@yunbaggim.com,yeongmio,172.20.134.203,424922**********,2015-06-18,125923,323,6982
3877,3877,이**,부산광역시,*****,*****,전자공학 기술자 및 연구원,055-265-****,*****@yuhanhoesa.kr,ujang,192.168.7.197,650227**********,2018-11-20,704120,468,6879
3878,3878,송**,제주특별자치도,*****,*****,위관급,052-992-****,*****@yuhanhoesa.com,ogsun77,10.55.119.72,213140**********,2006-09-29,213873,446,9595
3879,3879,이**,인천광역시,*****,*****,기타 종교관련 종사자,019-753-****,*****@jusighoesa.com,hyeonjeongi,10.25.25.99,350098**********,2017-10-14,2525,588,2379
3880,3880,김**,부산광역시,*****,*****,회계 사무원,053-190-****,*****@ju.com,wgim,192.168.82.32,403333**********,1980-12-26,460918,84,9516
3881,3881,김**,대전광역시,*****,*****,환경/청소 및 경비 관련 관리자,061-921-****,*****@nate.com,igyeongsu,10.125.57.57,476264**********,1978-07-21,710553,83,185
3882,3882,이**,대구광역시,*****,*****,금속 / 재료공학 시험원,042-962-****,*****@yu.com,igyeongsug,10.24.12.68,503896**********,1987-10-18,932168,545,5121
3883,3883,성**,충청남도,*****,*****,농림어업관련 단순 종사원,062-856-****,*****@imungim.com,guminji,192.168.87.239,342872**********,2018-07-18,509645,229,1787
3884,3884,강**,서울특별시,*****,*****,중/고등학교 교사,019-457-****,*****@naver.com,iyeonggil,172.26.227.173,432763**********,1971-05-13,493509,571,1266
3885,3885,김**,세종특별자치시,*****,*****,기타 섬유 및 가죽 관련 기능 종사원,032-012-****,*****@hanmail.net,jiweonim,172.30.29.149,429921**********,1974-03-04,900737,843,5059
3886,3886,남**,광주광역시,*****,*****,기타 미용관련 서비스 종사원,055-867-****,*****@hanmail.net,kryu,172.27.137.46,383993**********,1989-01-29,766929,35,8092
3887,3887,김**,경기도,*****,*****,제품 디자이너,053-161-****,*****@nate.com,eunseoi,192.168.19.5,352401**********,1973-09-14,877417,648,1734
3888,3888,손**,제주특별자치도,*****,*****,광고 및 홍보 전문가,02-7145-****,*****@jangbagan.com,yeongsungim,192.168.206.44,409807**********,2015-02-22,524055,575,794
3889,3889,류**,인천광역시,*****,*****,홍보 도우미 및 판촉원,016-262-****,*****@daum.net,coeseonyeong,172.25.255.194,371558**********,1971-11-24,397633,651,2037
3890,3890,박**,충청남도,*****,*****,부동산 컨설턴트 및 중개인,011-732-****,*****@yu.com,yeongil41,172.19.43.195,463605**********,1981-11-01,637371,355,3938
3891,3891,하**,경기도,*****,*****,화학제품 생산기 조작원,051-089-****,*****@ju.com,simseungmin,192.168.131.6,354967**********,2009-04-04,417879,233,954
3892,3892,이**,전라남도,*****,*****,세탁관련 기계조작원,018-121-****,*****@dreamwiz.com,jaehyeoni,10.41.92.138,403426**********,1997-10-10,22982,775,7684
3893,3893,구**,대구광역시,*****,*****,제조관련 단순 종사원,061-044-****,*****@jusighoesa.org,ni,192.168.230.197,435771**********,2017-12-24,749545,599,5554
3894,3894,문**,경상북도,*****,*****,주방 보조원,064-797-****,*****@naver.com,minsu23,192.168.141.240,350493**********,1994-03-09,341893,106,8037
3895,3895,김**,전라남도,*****,*****,대학 시간강사,061-288-****,*****@hotmail.com,hangyeongsu,10.61.231.61,359371**********,1985-04-28,123431,83,9985
3896,3896,김**,경상남도,*****,*****,무역 사무원,010-9706-****,*****@gmail.com,gimhyeonjeong,10.118.54.179,407016**********,2018-04-09,683227,924,2451
3897,3897,강**,제주특별자치도,*****,*****,재봉사,041-596-****,*****@hanmail.net,jongsu48,10.98.205.103,425866**********,2015-11-29,994811,825,8175
3898,3898,김**,충청남도,*****,*****,표백 및 염색 관련 조작원,051-336-****,*****@ju.com,tryu,172.16.87.241,411402**********,1987-06-20,880067,321,8866
3899,3899,황**,인천광역시,*****,*****,경량 철골공,054-240-****,*****@yu.kr,ti,192.168.66.74,353511**********,1977-03-10,358369,939,143
3900,3900,박**,대구광역시,*****,*****,김치 및 밑반찬 제조 종사원,061-796-****,*****@naver.com,jinjinho,172.18.111.187,304168**********,1981-03-07,338296,955,3509
3901,3901,이**,세종특별자치시,*****,*****,경리 사무원,011-278-****,*****@hongi.org,jyang,10.54.147.120,601106**********,1981-10-13,558565,642,6780
3902,3902,전**,대전광역시,*****,*****,상/하수도 처리장치 조작원,018-143-****,*****@hongcoe.com,wgim,192.168.27.159,350035**********,2006-11-20,357081,969,841
3903,3903,김**,대전광역시,*****,*****,김치 및 밑반찬 제조 종사원,02-7415-****,*****@dreamwiz.com,jeongnami,172.19.106.58,418754**********,1999-01-15,259268,919,1790
3904,3904,박**,제주특별자치도,*****,*****,기타 비금속제품관련 생산기 조작원,033-985-****,*****@hanmail.net,gwangsu95,192.168.197.236,458942**********,2010-06-02,365836,906,823
3905,3905,허**,전라남도,*****,*****,결혼 상담원 및 웨딩플래너,010-6047-****,*****@yu.kr,mbag,172.24.147.72,440120**********,1988-11-22,782479,626,6634
3906,3906,김**,세종특별자치시,*****,*****,식품 및 담배 등급원,055-648-****,*****@jangiji.kr,ni,192.168.149.30,488377**********,1986-04-16,583536,489,5833
3907,3907,김**,충청북도,*****,*****,상담 전문가 및 청소년 지도사,054-735-****,*****@gimgimhwang.com,seongsu82,10.169.179.103,658647**********,1998-03-01,531884,819,9554
3908,3908,장**,충청남도,*****,*****,판금기 조작원,010-6732-****,*****@dreamwiz.com,junhyeog47,10.141.68.15,490804**********,1983-12-31,816583,336,5405
3909,3909,장**,세종특별자치시,*****,*****,메이크업 아티스트 및 분장사,011-298-****,*****@nate.com,yeeun03,192.168.251.132,499616**********,1971-07-16,118375,500,1676
3910,3910,김**,울산광역시,*****,*****,도금 및 금속분무기 조작원,032-976-****,*****@gimbaegim.kr,zgim,192.168.209.117,419487**********,2001-11-04,646325,762,449
3911,3911,장**,세종특별자치시,*****,*****,판금원,031-116-****,*****@nate.com,hyeonji30,192.168.201.93,305243**********,2012-11-04,89722,945,6219
3912,3912,장**,경기도,*****,*****,시스템 소프트웨어 개발자,055-485-****,*****@naver.com,yeonghyigim,10.210.115.244,358779**********,1975-11-11,81154,710,7515
3913,3913,이**,경기도,*****,*****,소방공학 기술자 및 연구원,055-975-****,*****@dreamwiz.com,ieunyeong,172.31.142.210,353271**********,1984-01-07,984347,511,3568
3914,3914,박**,서울특별시,*****,*****,플라스틱제품 생산기 조작원,054-955-****,*****@coean.org,iogsun,172.22.8.162,409017**********,1992-08-04,314394,732,9536
3915,3915,김**,인천광역시,*****,*****,통신 및 관련 장비 설치 및 수리원,016-111-****,*****@canamgim.com,miyeongi,192.168.130.152,650661**********,1988-09-15,855930,780,5414
3916,3916,김**,부산광역시,*****,*****,보건의료관련 관리자,063-524-****,*****@nate.com,qgang,192.168.133.7,300151**********,2016-04-25,761783,717,9530
3917,3917,차**,경기도,*****,*****,청소원,011-824-****,*****@yu.com,zgim,10.93.30.174,425249**********,1977-02-12,820451,91,9834
3918,3918,최**,대구광역시,*****,*****,사회과학 연구원,051-130-****,*****@live.com,sunog19,192.168.55.66,272017**********,1978-10-07,39045,93,6902
3919,3919,박**,전라북도,*****,*****,패턴사,064-797-****,*****@iheoi.org,ygim,192.168.144.154,353829**********,2005-05-05,68763,157,7102
3920,3920,강**,광주광역시,*****,*****,상품중개인 및 경매사,017-430-****,*****@jusighoesa.org,jryu,10.18.168.199,463738**********,2013-09-18,264203,741,1045
3921,3921,김**,전라남도,*****,*****,경기심판 및 경기기록원,051-260-****,*****@yu.com,fseo,172.25.225.117,271771**********,1987-05-05,603347,662,3702
3922,3922,이**,강원도,*****,*****,주조원,053-299-****,*****@gimcoegim.kr,ogim,172.21.115.176,425150**********,2021-05-16,701936,728,9534
3923,3923,강**,광주광역시,*****,*****,상품 대여원,052-815-****,*****@daum.net,hansiu,192.168.254.204,355485**********,1979-01-03,563861,924,8111
3924,3924,손**,경상북도,*****,*****,전문 의사,062-285-****,*****@naver.com,yeongsug72,172.26.0.176,490857**********,1980-04-28,551841,17,8319
3925,3925,장**,경상남도,*****,*****,출판물 전문가,011-346-****,*****@live.com,eunji41,192.168.68.93,601144**********,1975-12-06,589493,834,693
3926,3926,이**,강원도,*****,*****,사회복지사,052-544-****,*****@yu.net,wi,10.207.22.61,604028**********,1973-01-10,435177,796,9630
3927,3927,김**,부산광역시,*****,*****,혼례 종사원,064-737-****,*****@gimbaggim.com,seongsuseong,172.26.88.86,490669**********,2002-11-08,39951,700,8511
3928,3928,이**,서울특별시,*****,*****,전기 및 전자 설비 조작원,042-328-****,*****@ani.org,hyeonju60,10.238.83.162,355158**********,2008-07-15,897113,755,1561
3929,3929,민**,경기도,*****,*****,주방 보조원,053-482-****,*****@jusighoesa.com,hayunbag,172.19.66.194,305520**********,1976-08-05,222512,362,2761
3930,3930,지**,강원도,*****,*****,조경 기술자,041-242-****,*****@yu.kr,yangsanghun,10.18.167.41,213151**********,1976-10-07,169838,896,3112
3931,3931,김**,경상남도,*****,*****,번역가,052-313-****,*****@yuhanhoesa.com,hyeonjuni,172.21.153.138,485618**********,2011-11-27,528950,529,9543
3932,3932,최**,전라북도,*****,*****,매표원 및 복권 판매원,055-805-****,*****@live.com,kgo,192.168.39.71,350881**********,1975-03-06,318681,123,4547
3933,3933,정**,경기도,*****,*****,법률관련 사무원,054-598-****,*****@jusighoesa.kr,juweonjang,10.189.190.162,502034**********,2019-05-26,97852,24,6729
3934,3934,오**,경기도,*****,*****,생산 및 품질 관리 사무원,016-248-****,*****@nate.com,xgim,10.246.142.18,650503**********,1978-01-06,363950,51,6342
3935,3935,이**,전라북도,*****,*****,통신 및 관련 장비 설치 및 수리원,011-666-****,*****@naver.com,yeongili,192.168.181.44,676378**********,1971-09-12,744659,940,4683
3936,3936,박**,광주광역시,*****,*****,기술 및 기능계 강사,033-929-****,*****@yuhanhoesa.net,yeongsu44,172.16.23.84,568925**********,2013-12-19,752805,467,8852
3937,3937,김**,인천광역시,*****,*****,공업기계 설치 및 정비원,044-317-****,*****@dreamwiz.com,jeonghyi43,172.23.81.111,351681**********,1991-09-29,45844,272,9655
3938,3938,하**,제주특별자치도,*****,*****,기업고위임원,064-782-****,*****@hanmail.net,mijeonggim,172.20.102.19,382842**********,2015-06-05,838009,798,5573
3939,3939,안**,세종특별자치시,*****,*****,도금 및 금속분무기 조작원,031-996-****,*****@gimgim.org,bagjongsu,192.168.113.242,419324**********,1980-04-18,579701,167,2648
3940,3940,김**,경상북도,*****,*****,자동차 부분품 조립원,016-399-****,*****@dreamwiz.com,minjungang,10.115.205.147,352261**********,1992-05-23,927334,343,5862
3941,3941,장**,강원도,*****,*****,시멘트 및 광물제품 제조기 조작원,042-385-****,*****@nate.com,haeungim,192.168.126.80,501805**********,2001-02-15,585599,837,6568
3942,3942,장**,경상북도,*****,*****,경영지원 관리자,043-020-****,*****@hanmail.net,fcoe,192.168.37.113,657673**********,1980-10-31,668545,424,8511
3943,3943,장**,세종특별자치시,*****,*****,건설자재 시험원,010-6429-****,*****@coeo.kr,jungsuyang,172.27.88.128,180090**********,2013-12-26,467827,670,9317
3944,3944,김**,울산광역시,*****,*****,제분 및 도정 관련 기계 조작원,051-741-****,*****@songhan.com,jaehyeon20,10.9.101.87,676308**********,2011-04-01,223162,482,8904
3945,3945,황**,세종특별자치시,*****,*****,기타 건축마감관련 기능 종사원,061-339-****,*****@nate.com,gyeongsu05,10.77.190.2,560968**********,2010-10-18,298709,260,6423
3946,3946,전**,울산광역시,*****,*****,종이제품 생산기 조작원,016-598-****,*****@nate.com,yejungim,172.29.78.68,446348**********,2002-02-23,993894,91,7184
3947,3947,주**,울산광역시,*****,*****,기타 서비스관련 단순 종사원,032-780-****,*****@dreamwiz.com,xno,10.14.10.159,461728**********,1983-09-08,65841,154,3610
3948,3948,김**,경상북도,*****,*****,신용 추심원,063-737-****,*****@daum.net,vi,172.20.173.20,358569**********,1999-04-14,985558,311,2973
3949,3949,진**,충청남도,*****,*****,간병인,064-745-****,*****@munsim.org,gimjunhyeog,192.168.186.33,487715**********,2009-09-20,464936,726,6033
3950,3950,김**,제주특별자치도,*****,*****,총무 사무원,02-7045-****,*****@ju.kr,yeongilbag,172.31.122.10,348808**********,1979-03-28,461062,758,5056
3951,3951,강**,경상북도,*****,*****,금속가공관련 제어장치 조작원,017-164-****,*****@daum.net,boram33,172.28.10.5,404042**********,1982-03-04,523849,886,5194
3952,3952,신**,대전광역시,*****,*****,인터넷 판매원,032-211-****,*****@yuhanhoesa.org,ngim,172.20.242.251,655671**********,1984-03-03,321788,643,1446
3953,3953,김**,제주특별자치도,*****,*****,토목공학 기술자,033-625-****,*****@live.com,vi,172.31.153.217,568345**********,2002-01-04,644057,874,3440
3954,3954,김**,울산광역시,*****,*****,기타 행정 및 경영지원 관리자,051-295-****,*****@ju.com,jiyeongim,172.16.194.116,428454**********,2012-08-23,342801,731,7286
3955,3955,황**,경기도,*****,*****,가스/에너지 기술자 및 연구원,044-392-****,*****@ju.com,xi,10.140.209.62,213120**********,2004-04-27,173314,663,9826
3956,3956,김**,전라남도,*****,*****,응급구조사,031-518-****,*****@naver.com,juweon79,192.168.179.153,457134**********,2000-04-12,325295,698,5988
3957,3957,문**,부산광역시,*****,*****,기타 식품가공관련 기계조작원,052-386-****,*****@gmail.com,misugbag,10.142.63.220,433365**********,2007-07-10,789179,94,6158
3958,3958,강**,전라북도,*****,*****,응급구조사,018-326-****,*****@live.com,vha,10.37.26.98,457748**********,1980-09-17,32814,441,7716
