이름,성별,연령,휴대폰번호,신용대출한도 ,신용등급
손숙재,F,63,1078271473,404800000,2
손용환,M,37,1039082056,35700000,6
성창금,F,30,1096188195,68400000,3
오명주,F,58,1088713919,143600000,4
이봉상,M,59,1096552235,46500000,6
이종운,M,47,1072821014,24900000,5
박점심,F,68,1040122865,1000000,10
김옥묵,F,46,1076600030,48800000,3
황수향,F,70,1055203998,4200000,9
이정임,F,46,1077808716,27700000,4
권점순,F,34,1045744242,21500000,4
김양준,M,62,1036796377,43500000,5
김영배,M,61,1040033276,13100000,7
최옥자,F,55,1033761547,253700000,2
김경자,F,37,1044139212,17800000,4
최영식,M,64,1030874297,44700000,4
함기준,F,54,1059482887,30900000,4
문명한,F,50,1058864389,16000000,4
이영주,M,49,1095294110,42600000,6
박상근,M,87,1060448286,25800000,8
이선덕,F,56,1081644665,22700000,4
김석태,M,66,1094279559,38800000,6
정화빈,F,77,1076045990,8000000,9
박종원,M,33,1012534903,750500000,2
김정수,F,71,1025886862,250100000,4
최철화,M,52,1031076054,15000000,5
한각수,M,53,1055798860,4100000,9
윤정순,F,51,1076991501,561100000,1
배종열,M,72,1088142415,14200000,8
박순녀,F,63,1073311598,31500000,5
김영수,M,59,1039123720,52200000,3
이진희,F,36,1094120119,490200000,1
김광분,F,76,1026046640,527600000,1
정종화,M,61,1010014046,26800000,5
양규환,M,56,1060249460,5400000,9
강형숙,F,52,1065099866,63900000,6
장영숙,F,75,1064705620,8300000,2
조봉현,M,43,1010888095,941400000,1
문동묵,M,51,1083893216,47500000,5
김삼봉,M,61,1070371790,118500000,3
이향란,F,39,1077429540,4600000,6
박경연,F,41,1034034937,22200000,4
정운영,M,58,1016515614,6300000,6
김규호,M,60,1048758999,54800000,6
이진수,F,56,1012746007,2100000,7
방태환,M,60,1081266552,6700000,4
한동기,M,58,1087514864,4300000,10
이홍로,M,42,1025134880,15300000,6
안중배,F,62,1055874591,240300000,2
변형만,M,74,1020199932,77200000,4
이금순,F,62,1034220517,11000000,5
천성분,F,48,1034056900,413600000,2
이명용,F,62,1014886714,880400000,1
이창훈,M,41,1059872155,13800000,9
오용덕,M,47,1061543598,11600000,7
장우택,M,34,1073795686,4200000,8
최연숙,F,33,1021864952,32500000,7
정정숙,F,61,1028106802,977400000,3
김영자,F,42,1026906576,3100000,7
이계숙,F,72,1058512548,14300000,4
이석일,M,25,1025359272,7000000,9
박상순,F,45,1049412645,68600000,3
조대래,M,49,1087599446,4200000,7
정강규,M,68,1016016737,39000000,4
오선미,F,48,1029466194,32700000,3
함상옥,M,49,1086136559,168800000,4
김동춘,M,69,1046531448,4900000,8
장수석,M,88,1014468796,631400000,3
장기하,M,64,1037253504,54700000,5
김대곤,M,59,1090343999,12700000,3
김덕성,M,78,1092082915,3200000,9
장명희,F,45,1040420294,2700000,7
박문자,F,49,1086561789,422700000,2
하영창,M,44,1060953239,29700000,6
장승태,M,57,1049629430,48100000,6
박수만,M,42,1047523125,266700000,2
서은례,F,80,1016210988,6800000,8
조재학,M,61,1095025773,21200000,7
이경숙,F,28,1048473759,31000000,4
이윤정,F,82,1074595743,308400000,2
제미남,F,27,1095666296,52800000,2
정현숙,F,60,1061670490,23600000,4
전광희,M,59,1065618934,59400000,5
신창식,M,56,1020502366,32300000,7
양오복,F,18,1021522681,11700000,4
조유례,F,45,1060380313,217100000,2
엄군섭,M,5,1056357480,2000000,10
고종성,M,48,1089430704,14100000,6
임정순,F,65,1023279628,461400000,3
김운호,M,62,1043639733,18400000,6
양영호,M,37,1015925990,17300000,6
김영춘,F,50,1010479919,4500000,8
김숙,F,51,1019698914,14300000,6
김현규,M,57,1067079591,6800000,8
지태준,M,43,1045335965,5700000,7
윤기상,M,53,1082255873,10700000,9
조성열,M,50,1013447328,224000000,4
최성아,F,68,1033665969,2500000,10
임옥봉,F,60,1076147811,22100000,4
이상만,M,44,1019636987,626000000,1
최재원,M,39,1053453553,31300000,7
곽도홍,M,41,1078903556,470300000,1
추경삼,M,50,1030574807,471400000,3
원희목,M,56,1066608689,142900000,4
허춘회,F,46,1071930572,16200000,4
주순자,F,64,1098636046,1100000,7
김대학,M,45,1041440120,20600000,4
진영규,M,71,1069614484,95500000,3
이순심,F,38,1073390079,12200000,8
이명숙,F,49,1038963458,1800000,10
이준호,M,42,1057477823,10300000,4
손경엽,F,14,1073896272,2000000,10
노덕순,F,22,1063137098,109300000,3
이정아,F,46,1092568695,54600000,3
이정숙,F,56,1069068907,3300000,7
김옥순,F,47,1077231184,79800000,3
신영환,M,48,1062954125,19000000,8
최장식,M,57,1057283856,1400000,4
이상구,M,64,1078434095,72100000,3
김점숙,F,53,1077451598,29800000,4
김영복,F,64,1091240111,100200000,4
신영태,M,56,1080283117,15300000,4
정경자,F,81,1012399299,42900000,3
정길선,F,72,1053953925,1700000,7
정순옥,F,87,1081898931,308200000,2
허완구,M,39,1045158805,15600000,6
김용국,M,67,1053014994,10800000,7
임병학,M,48,1077806524,93900000,3
신익희,M,47,1038714792,6600000,7
고영철,M,46,1068918636,103500000,3
임영삼,M,65,1059804367,329500000,2
김영희,F,35,1066373686,13900000,4
박선화,F,81,1040111143,574300000,2
박성선,F,43,1082553396,59900000,3
이복녀,F,38,1044365008,40800000,7
박시현,M,63,1036042491,227100000,3
장쌍이,F,65,1045503846,123100000,3
정지숙,F,48,1027511597,130900000,4
조천섭,M,62,1019305108,110300000,5
곽태철,M,59,1043817312,13200000,9
유창근,M,63,1080295346,317800000,4
이영석,M,60,1039130603,23400000,5
유춘순,F,48,1063838451,10300000,5
김진희,F,44,1091414339,566600000,1
장청일,M,44,1082127198,33100000,7
정대수,M,68,1051696487,230700000,4
안태조,M,41,1093435693,316100000,3
윤창준,M,55,1052320356,3400000,9
김도희,F,45,1040183052,2000000,7
한주남,F,67,1051838867,5000000,6
이순길,F,41,1033339110,50000000,7
이은노,M,60,1012601455,23400000,5
유미진,F,48,1021545649,27100000,4
서한창,M,59,1029006853,10600000,7
황인예,F,69,1084591200,5600000,8
박경희,F,62,1016696770,46400000,3
이호선,M,49,1074651338,59200000,6
이순호,M,62,1019583412,265900000,4
김행자,F,73,1078428186,959600000,3
정성례,F,41,1012826378,2000000,7
이삼례,F,60,1054871436,65900000,6
민종임,F,66,1056639407,30100000,5
최길운,M,26,1070081515,1600000,9
김철원,M,52,1093809390,183800000,4
최창암,M,53,1043593420,35600000,4
김삼용,M,38,1055641671,32700000,8
이삼두,M,41,1038424529,15400000,5
김한영,M,68,1040231271,123200000,5
권태웅,M,64,1089681666,127100000,4
김윤흠,M,67,1042685130,84900000,6
김정심,F,61,1015462907,39200000,3
이순우,F,53,1053269826,53800000,3
김명자,F,66,1045078280,51500000,6
양난심,F,57,1053803326,238400000,2
안미화,F,37,1052006909,4000000,8
이종태,M,68,1055127440,330200000,3
윤종형,M,46,1072488682,81900000,4
노태분,F,72,1025477941,6300000,6
한성환,M,53,1085906560,9800000,8
최말례,F,47,1076643871,2900000,8
김점배,M,71,1044596735,2400000,9
임정희,F,41,1055975753,30200000,4
배용덕,M,66,1076037743,9600000,9
고하나,F,62,1014392300,1700000,10
이승연,F,50,1038691401,2800000,6
김성렬,M,60,1021634576,20300000,5
지순덕,F,72,1047393159,557200000,1
김두식,M,44,1074032069,1400000,8
박금자,F,61,1059663107,100900000,3
박한규,F,48,1022799556,32500000,4
이용수,M,62,1051083925,18100000,5
김영준,M,45,1012603557,1600000,7
고득춘,M,74,1017096819,3800000,8
정수훈,M,73,1094546439,93700000,4
김상도,M,58,1030948193,140500000,4
박구부,M,66,1022898142,42000000,4
김복례,F,69,1046676376,32300000,3
노순애,F,62,1016768750,38900000,3
배예순,F,30,1054862430,398500000,4
조현순,F,51,1045314997,3800000,6
김민지,F,17,1040118809,14500000,4
이기웅,M,47,1079119167,38600000,3
배성준,M,43,1078944792,28800000,3
고순임,F,40,1091404998,39300000,3
박노수,M,48,1078806469,896500000,2
김옥선,F,77,1049004414,958300000,3
지경수,M,25,1079371871,13900000,9
오성순,F,68,1019128691,10300000,8
권세연,F,52,1065836616,33200000,7
이상열,M,67,1011310891,1700000,9
김외숙,F,36,1097749758,13600000,9
이병준,M,69,1057015576,31100000,3
성순,F,58,1054287174,689300000,2
유금남,F,66,1026678703,18300000,6
김유준,M,55,1060996756,77700000,5
유경선,F,48,1096809762,35400000,4
김숙자,F,37,1029403783,414900000,3
이강옥,F,58,1074376834,1600000,7
최상광,M,49,1075275072,9500000,9
김인탁,M,44,1043162979,371300000,3
이경순,F,64,1029539925,14700000,4
백수현,M,41,1086369796,2300000,9
김왕기,M,70,1085879165,979900000,3
이옥범,F,64,1013197894,63000000,7
이정희,F,47,1023222309,31200000,3
김태곤,M,51,1019612425,1100000,9
이종덕,M,67,1023353405,58700000,7
장정윤,F,63,1069511412,2400000,6
이인숙,F,54,1032728371,69800000,4
민영기,M,45,1071785809,34900000,4
최금선,F,86,1076605795,266600000,2
김두영,M,44,1026316903,724700000,3
남기동,M,59,1046034389,39800000,7
이연이,F,35,1064278297,258100000,3
이은희,F,52,1084192465,1200000,7
박정식,M,23,1033615832,5900000,9
유병열,M,61,1081399161,14500000,7
홍재순,F,36,1055716170,21600000,7
유명자,F,76,1098250054,370300000,2
이상구,M,40,1079715065,44900000,6
한영운,M,64,1075366442,1100000,9
임덕진,F,60,1067507466,5200000,6
황진관,M,53,1089700121,23800000,5
김계미,F,55,1056170316,604400000,2
김문덕,F,62,1036975296,51100000,6
이태경,M,64,1046216741,28900000,7
서덕순,M,11,1072641201,20500000,6
정영화,M,56,1013390939,187000000,4
성순애,F,76,1024167989,6900000,6
임승혁,M,52,1013302698,51700000,7
이경화,F,79,1027243319,37900000,4
김현기,M,69,1061839588,10800000,5
송복자,F,56,1080485446,304100000,3
손필선,F,60,1023014592,178200000,3
송기영,M,47,1095644183,233500000,2
허영만,M,64,1011860969,56100000,7
서미정,F,34,1010877119,44300000,6
김명희,F,61,1016397376,136700000,3
한고녀,F,60,1085021123,1900000,6
이민형,M,51,1099560840,782500000,2
강석연,F,49,1013284354,80400000,3
조기근,M,42,1079511862,436900000,2
송수옥,F,64,1064988335,37600000,7
홍기웅,M,43,1015593309,43200000,3
윤인섭,M,68,1064029588,19600000,4
국복희,F,63,1051862065,51600000,4
오재호,M,38,1087578526,3200000,8
김인숙,F,71,1049567898,60200000,3
장병욱,M,44,1099092969,7000000,5
원용순,F,54,1097420931,130500000,3
최원두,M,65,1063623492,41400000,3
최성실,F,64,1035158338,117000000,3
김봉순,F,58,1069872813,14600000,4
한성환,M,66,1087859832,6000000,8
이상애,F,48,1015879667,452400000,3
김남화,F,64,1053489724,790700000,1
윤철용,M,41,1062469672,185200000,4
김사라,F,61,1065930339,8300000,9
윤병철,M,17,1084072265,23700000,5
정근수,M,60,1065477834,15900000,8
정근조,M,78,1080435934,18200000,5
유상현,M,48,1066896568,174000000,4
이복재,M,70,1066659360,2000000,9
장경희,F,57,1053653823,14500000,9
정옥열,M,42,1072719294,1200000,9
최춘식,M,48,1024214418,630200000,3
이춘식,M,43,1098005288,22100000,6
백금현,M,42,1067619315,324700000,2
전임용,M,69,1080810881,109600000,3
나예원,F,46,1018524230,48900000,4
정광현,M,65,1076776348,10100000,9
김동숙,F,65,1022372649,13500000,5
라옥식,F,46,1085093954,8600000,6
원심천,M,67,1074820409,617800000,3
임순자,F,62,1086873202,301300000,3
박귀자,F,22,1084848128,18200000,8
이명식,M,53,1024636331,34100000,4
조귀남,M,73,1090264311,69400000,4
허경식,M,71,1071762875,24000000,7
황금란,F,52,1076726492,278500000,3
정공채,M,47,1090274012,709800000,3
문기한,M,82,1072991894,21900000,4
홍옥분,F,31,1045231360,3300000,9
한상정,M,59,1088833690,7400000,6
김정희,F,72,1093789555,43100000,7
유재구,M,61,1011420762,269900000,3
위공칠,M,65,1046898594,56100000,6
김정임,F,37,1062876065,1500000,2
문복례,F,48,1071739563,14000000,4
박미희,F,54,1071446496,386300000,2
이귀자,F,60,1019771987,68200000,3
권일선,F,74,1081557127,30400000,7
이유빈,F,61,1052531613,56100000,5
손성희,F,62,1095758056,24500000,4
조혜원,F,67,1021992993,1300000,9
정순진,F,50,1026334088,28800000,4
김인배,M,50,1015399778,219200000,3
김갑용,M,37,1044343110,1100000,9
박부월,F,60,1026650997,2900000,6
이정영,F,45,1061368374,17000000,4
공광표,M,45,1040435614,23700000,5
심홍자,F,55,1076042552,3100000,9
장군자,F,41,1095954827,11200000,7
이강술,M,70,1094186778,13300000,8
김두석,M,34,1098703087,48600000,4
강영희,F,66,1094018039,1500000,7
이금선,F,73,1027721811,14300000,4
손설자,F,57,1077614980,38900000,4
김귀조,M,78,1053095655,27300000,7
이재원,M,45,1036508858,7000000,8
신순옥,F,58,1087385959,55100000,3
김예원,F,48,1028271309,20800000,4
김진해,M,37,1014544153,221400000,3
서문충정,M,77,1083455730,65900000,6
송창현,F,73,1062226579,6600000,6
김상도,M,57,1083589019,32700000,3
홍성화,F,43,1086391271,297100000,2
이승하,M,61,1062534400,38200000,4
정세환,M,70,1034643291,102500000,3
김명숙,F,48,1017619651,1600000,7
이영숙,F,6,1063031169,25700000,3
최완섭,M,66,1029199996,558100000,2
박순덕,F,45,1040657261,2000000,8
조용기,M,68,1086284114,23800000,8
김국자,F,63,1036110630,73400000,4
김영희,F,39,1042266021,77300000,4
박기택,M,64,1067129674,3300000,7
김정순,F,47,1098074232,29900000,4
윤순례,F,71,1044694125,837900000,1
이정숙,F,54,1049843202,4900000,7
문봉임,F,66,1027032304,15700000,4
신용성,M,59,1022539105,6600000,8
김선녀,F,66,1042084741,24300000,5
이진명,F,85,1066845063,903600000,1
이강자,F,39,1087995718,20900000,4
김상복,M,66,1031563198,418900000,3
서오현,M,62,1074565625,116100000,4
성복순,F,56,1086115921,6300000,6
홍상필,M,63,1025590288,18000000,6
김성중,M,69,1094164802,77500000,4
예봉용,M,63,1079597041,82100000,4
이한배,F,44,1093223481,5000000,6
정재택,M,69,1075026735,3300000,9
김희열,F,49,1055678925,115800000,3
강영애,F,43,1028935516,136900000,5
원회연,M,43,1056698043,4000000,10
김정호,M,58,1073868579,15100000,8
최준환,M,45,1078121498,299500000,4
박영순,F,55,1094389215,19100000,4
오춘순,F,69,1036914716,1900000,9
채영석,M,41,1034895366,30400000,5
서선희,F,41,1093859565,753800000,3
김종국,M,75,1039968653,204700000,4
강신해,M,56,1089245694,119700000,3
오갑준,M,62,1031626856,418800000,3
최재옥,M,40,1045297117,943200000,2
엄수정,M,69,1057421506,242100000,4
길정희,F,73,1072119054,46400000,6
신상훈,F,53,1028448150,3900000,10
김위태,M,46,1037531149,53700000,4
배영숙,F,64,1080584726,788800000,1
이명주,F,57,1094167299,18300000,8
심시연,F,61,1047492153,1500000,10
박금양,M,43,1014028265,377100000,2
현순이,F,63,1015757223,132100000,3
강명순,F,71,1049029624,3800000,8
양효순,F,42,1059752550,9900000,3
김성기,M,60,1044551559,5800000,6
손은경,F,52,1018038758,6800000,5
김주연,F,40,1060922802,29300000,4
김양례,F,47,1031603215,33000000,4
김순경,M,74,1098417133,11300000,7
윤기백,M,47,1076353672,19500000,8
양순택,M,46,1010256978,43200000,7
윤병관,M,60,1088145042,189100000,4
박소영,F,67,1037074706,112700000,3
김기만,M,43,1058780360,2400000,9
이재춘,F,57,1060658073,37700000,4
이애순,F,57,1073959241,12900000,9
고희자,F,41,1079098401,191500000,4
김수연,M,65,1075797013,51900000,7
변옥분,F,46,1063135377,25700000,7
김순길,M,72,1088133462,430300000,3
박영애,F,46,1036402824,19400000,4
고경애,F,52,1032909762,11000000,5
최재모,M,59,1014576939,3700000,10
이연우,F,60,1022341139,227800000,4
김유선,F,66,1047832982,454600000,2
최순님,F,58,1095511228,1300000,7
엄순자,F,34,1078788253,1100000,9
권옥연,F,48,1040248608,28900000,6
이옥자,F,52,1048757736,2700000,7
구희천,M,10,1020122062,72700000,6
안영성,M,34,1097605220,21500000,7
최순자,F,74,1096621539,4000000,2
김남권,M,32,1091817796,29300000,8
강희광,F,48,1073621779,109000000,4
지기홍,M,67,1031423386,70800000,6
고숙재,F,60,1057727565,5100000,8
김성섭,M,70,1082159941,490700000,3
윤상철,M,39,1069235927,3900000,7
조창오,M,74,1097037515,524600000,3
조순점,F,47,1042821573,5500000,9
이은희,F,80,1058980016,46900000,3
정명순,F,37,1017389738,52500000,3
김순자,F,59,1095167809,267700000,2
백운태,M,50,1021506813,22200000,7
박정순,F,60,1088041686,110500000,3
박노철,M,63,1058473618,27600000,5
윤용,M,40,1049032106,10900000,7
이용현,M,44,1071733224,15300000,8
윤홍용,M,55,1037478776,430100000,3
유명옥,F,73,1057220173,232100000,3
이종권,M,79,1091962571,386300000,2
강점례,F,65,1082184940,1100000,7
김세진,F,40,1023918311,35400000,4
최종현,M,45,1061710765,5900000,9
송유영,M,54,1094486683,45000000,4
김정옥,F,78,1075514774,143500000,3
정효례,F,51,1010670567,6600000,7
최삼근,M,76,1069925927,112000000,2
홍우일,M,67,1028025086,6200000,7
김정순,F,36,1068163450,10000000,8
강형성,M,73,1085507640,40000000,6
김복규,M,28,1069426560,37900000,7
박영희,F,81,1074116713,14700000,4
안창례,F,39,1049150915,30000000,4
정지준,M,39,1064296057,29500000,6
김재홍,M,24,1089026515,354500000,1
김갑재,F,70,1079474377,15000000,8
황장희,M,54,1057737407,120000000,4
강점숙,F,37,1090071538,28400000,7
최갑덕,M,61,1033855602,546300000,3
황의균,M,63,1037763537,1800000,10
남기진,M,62,1051075108,8700000,8
이미경,F,49,1037170588,518200000,1
김옥화,F,72,1071039251,3400000,7
오대기,M,66,1055950078,295400000,3
이연식,F,41,1035827125,4800000,9
장문순,M,69,1072808987,4200000,10
박용자,F,39,1082548957,7700000,6
김갑석,M,69,1089773849,11100000,5
김인숙,F,62,1074761290,341500000,2
이강홍,M,47,1016091770,97800000,3
최하자,F,65,1073505847,2700000,7
노상숙,M,62,1036940489,142200000,3
안동련,M,59,1099366482,65500000,4
황명자,F,58,1024532334,4800000,6
송금순,F,61,1072231293,35600000,4
임빈,M,45,1096415758,47500000,3
정승기,M,59,1064655029,13700000,8
임맹순,F,85,1057278063,3100000,7
맹춘성,M,44,1085608021,80100000,4
진봉근,M,40,1075781417,454900000,3
김현숙,F,63,1097840995,33200000,3
조인숙,F,38,1065516141,11900000,5
김부례,F,74,1015764193,3600000,7
윤정,F,43,1075343311,856000000,1
박순배,M,42,1059634304,3600000,9
박종애,F,54,1039822618,284800000,2
임화순,F,41,1078963711,119400000,3
황의난,F,71,1069686095,54100000,3
윤윤복,M,36,1066193519,39200000,7
김안자,F,42,1051613520,21300000,4
정운호,M,59,1098635049,363500000,2
배재문,F,61,1056976738,66100000,3
김영대,M,63,1054640732,18900000,8
이성기,M,44,1066739962,251900000,2
이이순,F,69,1076061186,79300000,3
김차자,F,28,1065020581,4500000,8
형중욱,M,53,1093508366,38000000,7
김종운,M,63,1062586442,161000000,4
