이름,주소,신장,체중,휴대폰번호,학력,직업,월소득
홍판심,경기 고양시 탄현동,171,74.4,1045086685,학사,자영업,3916424
황인술,경기 성남시 구미동,185,70,1047063276,고졸,학생,17500
박영기,경북 구미시 형곡2동,169,73,1053961528,학사,주부,1028333
최성희,경기 고양시 풍동,141,79.5,1027760046,석사,자영업,8030833
임정순,경기 고양시 백석동,162,68.9,1023279628,석사,강사,2931942
최춘조,경기 군포시 산본동,139,67,1010330438,대퇴,자영업,1030833
백승자,경기 광주시 태전동,175,84,1091123010,대퇴,회사원,1044167
김연순,경기 화성시 능동,142,71.1,1098322318,기타,계열사직원,8057500
주진현,경기 고양시 풍동,154,58.1,1043737412,기타,자영업,1060833
김재윤,대전 동구 가양1동,158,63.5,1039461965,석사,학생,2547212
김영필,경기 고양시 가좌동,143,61.1,1033088875,전문학사,자영업,3079167
엄부돌,서울 동작구 신대방1동,141,62,1069057957,석사,회사원,8039167
홍순지,서울 동대문구 장안동,180,87.1,1038453811,학사,무직,8051667
명희숙,부산 해운대구 우1동,165,71.5,1020513630,전문학사,강사,8010833
권영배,충북 청원군 오창면,154,69,1075271843,학사,회사원,1021667
김정순,서울 서초구 잠원동,140,75.1,1099618430,석사,주부,3140889
박순규,경기 고양시 주엽1동,153,76.5,1062590035,대재,강사,1049167
배지윤,경기 고양시 탄현동,152,65.6,1078975107,대퇴,주부,52500
송완자,서울 서대문구 홍은동,153,62.6,1059688807,학사,자영업,8070833
이애경,경기 고양시 풍동,172,71.5,1063280411,대재,자영업,24167
도정숙,경기 김포시 고촌면,183,74.4,1062646013,고졸,주부,4395428
전명성,인천 부평구 부개3동,168,75,1010071945,중졸,무직,27500
윤주원,서울 마포구 연남동,158,73.5,1048220367,석사,회사원,1047500
이종식,서울 은평구 신사2동,123,57,1052224672,고졸,무직,7048333
안재규,서울 송파구 방이2동,169,65,1079268433,이학박사,자영업,20000
박정식,전북 익산시 영등동,126,49,1033615832,대재,주부,20833
김근태,경기 고양시 마두동,179,79.6,1063417455,학사,무직,57500
김종국,경기 파주시 교하읍,170,75.1,1039968653,석사,자영업,69167
장춘희,경기 성남시 태평동,175,88.6,1069940935,기타,강사,72500
윤진하,부산 수영구 광안2동,149,62.1,1059085739,중졸,주부,1077500
유화자,서울 강동구 둔촌동,148,69.6,1059657023,중졸,무직,3068333
최경희,서울 관악구 신림동,181,87,1094428040,석사,회사원,8020000
이은숙,서울 종로구 효자동,173,86,1079838364,대재,주부,3008333
정경진,서울 양천구 목동,162,73.5,1081106233,기타,회사원,8030833
최병규,서울 용산구 이태원동,146,70,1058397241,고졸,학생,41667
김일태,인천 계양구 계산4동,162,78.1,1089646775,고졸,주부,1050833
김주연,전북 익산시 동산동,155,66.1,1036107428,대퇴,회사원,7070000
윤봉수,경기 고양시 풍동,154,75,1069166782,학사,계열사직원,1453983
김재법,서울 양천구 신정3동,140,74,1079379574,석사,계열사직원,5023333
조화순,경기 수원시 고색동,160,73,1045769671,전문학사,무직,8036667
박정화,서울 강서구 방화동,139,75,1059512986,초졸,주부,12535950
박근태,서울 은평구 불광1동,161,70.5,1069781760,학사,학생,3016667
박현숙,경기 파주시 교하읍,168,79.6,1039181335,학사,무직,60000
전일선,경남 마산시 내서읍,142,59.5,1061015382,학사,회사원,20833
이수학,인천 부평구 산곡3동,155,73,1082147122,전문학사,회사원,3021667
김화순,경기 고양시 일산3동,144,77.5,1029424888,고졸,주부,8023333
임종두,인천 남동구 간석4동,154,81,1057254618,고졸,주부,1024167
박정수,서울 은평구 갈현동,156,69.1,1069361879,학사,회사원,2612600
김선옥,서울 영등포구 대림3동,146,51.9,1044219927,석사,학생,2864470
유순복,대구 달서구 성당1동,148,65.6,1035604014,중졸,회사원,1078333
이석재,경기 고양시 구산동,182,77,1045258985,석사,자영업,39167
김시천,서울 용산구 이촌동,167,66.6,1043221024,학사,주부,1079167
정춘자,서울 성동구 행당동,171,76.6,1091904222,고졸,무직,55000
신애령,경기 부천시 심곡3동,154,73.2,1027197974,학사,무직,9716795
김원규,경기 부천시 범박동,181,86.6,1035700252,고졸,학생,2550833
김경진,인천 남동구 장수동,142,66.6,1040697437,전문학사,주부,10643474
김경희,경기 고양시 화정동,173,72.5,1090299082,학사,무직,21667
강승길,경기 고양시 일산4동,153,72.5,1078310515,중졸,전문직,15000
이명숙,서울 동대문구 장안동,154,86.1,1041463109,초졸,자영업,8066667
이은희,서울 관악구 신림동,155,76,1072275921,석사,무직,41667
이윤창,경북 포항시 두호동,136,65.1,1059537624,학사,군인,76667
문향철,경기 안양시 평촌동,169,71.5,1099194334,고졸,자영업,40833
이경문,경기 수원시 권선동,141,58.6,1067235858,석사,학생,72500
최정일,경기 고양시 주엽동,162,60.6,1054953159,전문학사,회사원,1055833
박주열,경기 남양주시 평내동,170,78.6,1095979866,학사,회사원,1073333
박월순,부산 남구 용당동,173,80,1023910322,대재,학생,8015000
한기매,서울 동작구 사당4동,162,67.6,1018230473,고졸,무직,8058333
유순자,인천 남동구 만수4동,178,81.5,1066675950,학사,학생,8009167
정철,경기 고양시 풍동,161,67,1035233627,석사,전문직,3012500
김용운,서울 구로구 고척2동,176,72.8,1092928958,대재,주부,4824350
신언준,전북 전주시 덕진동1가,162,77.6,1017606397,기타,강사,1069167
한복희,대구 수성구 수성동1가,136,65.5,1030639266,기타,강사,8031667
백정룡,전남 여수시 율촌면,162,70.1,1063776565,고졸,주부,1055000
조선분,경북 구미시 선산읍,194,88,1031200891,대재,회사원,34167
김진철,서울 강남구 개포동,141,58.5,1057282441,대재,자영업,23333
오나미,경남 창원시 사림동,157,74,1016545638,석사,회사원,9458511
송화자,서울 강동구 고덕1동,130,67.5,1051992406,고졸,강사,8015000
허환,부산 동래구 온천1동,172,74,1013225524,학사,주부,20000
차성순,서울 강북구 번2동,168,68,1056899428,대재,자영업,25833
강춘희,경기 용인시 중동,149,77.5,1016636654,대재,주부,3049167
김정숙,경기 고양시 성사1동,158,78,1047245639,고졸,전문직,8036667
김우회,서울 구로구 온수동,154,77,1072031524,공학박사,주부,1040000
정인경,전북 남원시 조산동,170,90.1,1095821708,공학박사,자영업,8070833
계명우,경기 부천시 괴안동,159,70.9,1096167357,대재,강사,2397628
박경희,경북 포항시 용흥동,159,80.5,1016696770,학사,학생,7047500
양순용,경남 마산시 내서읍,158,76.3,1083492953,대퇴,자영업,5334908
주환근,서울 금천구 독산3동,168,72.6,1085775048,대퇴,강사,2612497
박종식,충남 천안시 유량동,142,64.6,1021238894,고졸,주부,1055833
김원태,경기 김포시 장기동,151,68.9,1052086442,기타,전문직,3946069
윤영숙,경남 양산시 북부동,172,76.5,1082920590,고졸,자영업,8045000
조평화,서울 관악구 신림1동,171,66,1045122618,고졸,주부,1029167
이상미,경기 고양시 대화동,174,79,1082049489,초졸,자영업,8025833
조수익,경기 고양시 대화동,148,71.1,1027121384,석사,주부,1070833
허순자,경기 고양시 장항1동,133,59.5,1030771226,학사,무직,8035833
정귀남,경기 광주시 역동,165,80,1067210935,대퇴,계열사직원,8009167
김종덕,서울 관악구 신림11동,179,84.6,1048549113,전문학사,자영업,1062500
황국식,경기 고양시 일산2동,174,76.1,1053779172,석사,자영업,81667
김연숙,서울 서대문구 북가좌동,165,73.5,1015136010,고졸,자영업,5018333
장태봉,경기 고양시 탄현동,171,69.5,1053427064,학사,무직,1043333
김성순,경기 고양시 성사동,159,84.1,1054004545,고졸,자영업,1069167
정숙희,경남 창원시 봉곡동,176,90,1081706390,학사,자영업,3029167
김정순,경기 김포시 사우동,160,78.1,1095899170,대재,주부,9582797
조인숙,경기 고양시 풍동,173,88.6,1084719812,석사,무직,1055833
박영자,전북 군산시 구암동,167,76.6,1071877086,대퇴,자영업,72500
오영숙,경기 고양시 마두동,156,69.7,1098163914,석사,기타,2716527
조봉현,서울 은평구 구산동,148,71.9,1010888095,기타,주부,4924288
김영희,경기 광명시 철산2동,167,77.4,1044689342,이학박사,주부,3877489
한경희,경기 의정부시 산곡동,165,81,1085074738,초졸,학생,8017500
주기문,서울 강동구 길동,165,67.9,1059794330,기타,무직,3422528
김봉재,경기 고양시 성사동,148,59.6,1042151830,대재,주부,69167
최진모,인천 남동구 구월동,155,69,1045228569,해외유학,회사원,1033333
박청무,경기 고양시 대화동,110,47,1054079755,대퇴,무직,21667
김난희,경기 평택시 지산동,159,73.1,1074590360,학사,자영업,8062500
김다현,경기 수원시 권선동,147,63.6,1045728090,대재,자영업,5053333
조성,경기 고양시 장항동,170,86.1,1066484197,학사,주부,5068333
김두옥,경기 수원시 매탄2동,170,78.6,1065897648,고졸,무직,77500
이숙희,전북 전주시 덕진동1가,160,62.5,1050749268,전문학사,회사원,1043333
김명선,경북 영덕군 강구면,141,66,1080622338,고졸,자영업,8022500
신순옥,광주 북구 용봉동,154,77,1087385959,석사,주부,8043333
이순혜,경기 의정부시 신곡1동,171,81.6,1065198129,고졸,회사원,60000
이광식,인천 계양구 다남동,171,89.1,1086856762,초졸,회사원,4083544
황순성,경북 김천시 증산면,154,67,1076563836,대퇴,주부,1042500
박호현,경남 진주시 강남동,172,70.5,1052377144,학사,강사,7045833
임성운,전남 구례군 문척면,133,63.6,1056951976,기타,무직,60833
김영자,전북 군산시 서수면,168,79.5,1051166712,학사,자영업,3047500
정강규,경기 파주시 적성면,176,82.6,1016016737,학사,자영업,1064167
박창규,경기 성남시 수내동,149,74.5,1012064039,대퇴,자영업,1040000
이승하,경북 영주시 상망동,160,87.5,1062534400,초졸,강사,3957771
박정치,서울 도봉구 창4동,140,58.5,1036021530,대퇴,자영업,17500
이예삼,경기 고양시 마두동,146,57,1042174828,학사,강사,1019167
김경숙,경기 파주시 교하읍,171,81,1062751185,학사,주부,1048333
고운봉,서울 동대문구 답십리1동,173,65.5,1028765035,석사,강사,39167
이강현,경남 마산시 석전1동,164,90.2,1023862941,고졸,자영업,10742877
고복자,서울 노원구 공릉동,133,53.6,1063086157,고졸,자영업,8056667
오나미혜,전남 완도군 완도읍,156,72,1030626249,기타,자영업,8018333
김구태,경기 고양시 마두동,150,66.1,1098122308,기타,자영업,60833
주상영,서울 강북구 수유4동,161,88.1,1079855151,대재,주부,10138133
원영민,경기 고양시 성사동,185,93.1,1019760339,대재,주부,8054167
최숙희,경기 파주시 금촌2동,145,69.6,1012029633,학사,무직,8059167
이진우,대구 수성구 신매동,152,55.6,1056786564,학사,자영업,73333
이원숙,울산 북구 신천동,173,81,1033799687,전문학사,주부,8043333
형중욱,서울 마포구 신수동,159,59.5,1093508366,전문학사,강사,963616
이영소,서울 강서구 내발산동,154,58.2,1035661652,고졸,무직,3185658
곽희순,경기 과천시 문원동,155,76.6,1083507432,대퇴,학생,8078333
이윤정,경기 수원시 호매실동,186,91.8,1074595743,초졸,강사,10805477
김인현,서울 성동구 하왕십리2동,175,86.3,1023538915,전문학사,주부,12847407
김종운,경기 안산시 사동,165,79.1,1062586442,초졸,자영업,75833
김인자,경기 안양시 박달동,160,76,1010090354,대퇴,회사원,8038333
김본엽,충남 부여군 부여읍,154,62.5,1078123293,기타,무직,3995762
양경애,충남 금산군 진산면,157,75,1053218470,기타,자영업,8031667
오광호,경기 양평군 옥천면,166,61.6,1043820416,대재,학생,56667
공정무,서울 양천구 신정4동,155,64,1063125850,대재,자영업,1010000
황복섬,경기 광명시 철산동,140,74,1029825773,석사,학생,8015000
이용상,경기 고양시 일산2동,158,62.9,1031211344,고졸,회사원,3423691
조향숙,경기 고양시 일산2동,130,57,1012271341,석사,회사원,8029167
박선희,경기 파주시 탄현면,148,60,1065876421,대재,자영업,31667
김종근,경기 고양시 주엽1동,169,72.8,1024106214,공학박사,학생,7828142
이봉호,서울 양천구 목1동,107,37.6,1022572557,학사,주부,2110384
김명순,충남 천안시 구성동,168,72.5,1064150587,전문학사,무직,9544064
권희정,서울 강서구 등촌동,163,76.5,1099352096,고졸,회사원,1017500
송춘지,서울 양천구 신월1동,125,64.6,1084197569,고졸,자영업,8051667
홍명기,충남 예산군 덕산면,158,77.6,1071595668,대퇴,무직,1062500
배명필,전남 진도군 진도읍,160,74.6,1076846971,고졸,계열사직원,76667
채수옥,부산 서구 충무동1가,106,42.1,1093286111,기타,회사원,1060833
이필상,경기 군포시 산본동,149,61.1,1076965826,기타,학생,4095001
김규택,경기 고양시 마두1동,161,75.9,1082942151,학사,자영업,2437618
최영애,대구 수성구 만촌동,143,66.5,1013863400,학사,자영업,1021667
김영수,경북 구미시 도량1동,161,68.5,1072294761,학사,자영업,25833
박영옥,서울 마포구 용강동,163,87,1042360727,대퇴,학생,8018333
이정숙,대전 서구 도마2동,155,83,1059550398,석사,주부,8970118
김기환,인천 연수구 청학동,148,59.5,1037047493,학사,강사,1030833
이성근,대구 동구 율하동,156,63.5,1096317989,대재,계열사직원,1034167
박진영,경기 의정부시 용현동,157,69,1020893371,학사,자영업,3011667
박을규,경기 수원시 고색동,132,41.5,1060668457,석사,회사원,12500
엄순이,부산 해운대구 우1동,162,82,1056931064,전문학사,학생,8020000
김미경,경기 고양시 탄현동,156,68.5,1059007554,석사,회사원,35833
김순여,경기 의정부시 녹양동,173,83.1,1060320136,고졸,주부,8068333
김희경,인천 서구 가좌3동,159,73.1,1080773672,석사,주부,1065833
김의순,경기 안산시 성포동,143,83.1,1040981375,대재,자영업,10142526
황선미,대전 대덕구 신탄진동,145,62.5,1011146412,학사,학생,35833
이동숙,서울 마포구 공덕동,117,34.5,1078339187,대퇴,주부,37500
김기자,서울 마포구 구수동,161,75.2,1084181142,석사,주부,2199026
임채원,경기 고양시 장항2동,172,86.1,1075876328,고졸,전문직,1066667
엄선녀,경기 파주시 금촌1동,174,83.1,1094427940,학사,주부,8078333
채만석,서울 동작구 신대방2동,151,59,1055831715,학사,회사원,11667
장인숙,대구 동구 지저동,148,63.1,1097311434,고졸,회사원,1060833
강이분,인천 남동구 만수4동,163,81.1,1042927500,학사,학생,8082500
